Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4
2024-05-13,14:23:02,0.495,23.97,4989083.15,0.0003046411463675602,14945171.54,0.000115651177156414,24901427.22,8.200600979209842e-05,50000009.27,4.7492656354369054e-05
2024-05-13,14:23:03,0.991,23.97,4989083.23,0.0003045930340274241,14945171.43,0.00011566901978374782,24901427.1,8.20317127450891e-05,50000020.21,4.98443673485612e-05
2024-05-13,14:23:03,0.991,23.97,4989083.23,0.0003045930340274241,14945171.43,0.00011566901978374782,24901427.1,8.20317127450891e-05,50000020.21,4.98443673485612e-05
2024-05-13,14:23:03,1.504,23.97,4989083.16,0.0003045876910582837,14945171.41,0.00011562352111099446,24901426.69,8.206705248191568e-05,50000011.49,4.980810165489268e-05
2024-05-13,14:23:03,1.504,23.97,4989083.16,0.0003045876910582837,14945171.41,0.00011562352111099446,24901426.69,8.206705248191568e-05,50000011.49,4.980810165489268e-05
2024-05-13,14:23:04,2.007,23.97,4989083.14,0.0003045823497090099,14945171.39,0.00011562262885790695,24901426.17,8.207829720968165e-05,50000006.41,4.519855224728071e-05
2024-05-13,14:23:04,2.007,23.97,4989083.14,0.0003045823497090099,14945171.39,0.00011562262885790695,24901426.17,8.207829720968165e-05,50000006.41,4.519855224728071e-05
2024-05-13,14:23:04,2.506,23.97,4989083.31,0.0003044834490370775,14945171.16,0.00011565028659800376,24901426.13,8.207026537403761e-05,50000007.05,4.516468610568432e-05
2024-05-13,14:23:05,3.007,23.97,4989083.4,0.00030445939733396015,14945171.15,0.00011564493359798796,24901426.25,8.212113321456778e-05,50000020.01,4.5230285883425764e-05
2024-05-13,14:23:05,3.007,23.97,4989083.4,0.00030445939733396015,14945171.15,0.00011564493359798796,24901426.25,8.212113321456778e-05,50000020.01,4.5230285883425764e-05
2024-05-13,14:23:05,3.508,23.98,4989083.48,0.0003044460323281573,14945171.15,0.00011561281805493493,24901426.08,8.213987477253222e-05,50000032.24,4.869477770409943e-05
2024-05-13,14:23:06,4.008,23.98,4989083.45,0.0003044754355154183,14945171.31,0.00011563512021380991,24901426.26,8.21152445039716e-05,50000026.26,4.764145785057286e-05
2024-05-13,14:23:06,4.008,23.98,4989083.45,0.0003044754355154183,14945171.31,0.00011563512021380991,24901426.26,8.21152445039716e-05,50000026.26,4.764145785057286e-05
2024-05-13,14:23:07,5.518,23.98,4989083.1,0.0003045502853531024,14945171.45,0.00011560746189646348,24901425.45,8.218057253727858e-05,50000022.47,4.8620116523013886e-05
2024-05-13,14:23:07,5.518,23.98,4989083.1,0.0003045502853531024,14945171.45,0.00011560746189646348,24901425.45,8.218057253727858e-05,50000022.47,4.8620116523013886e-05
2024-05-13,14:23:08,6.504,23.99,4989083.17,0.00030449415468850483,14945171.37,0.00011562084445607796,24901425.49,8.217735803869157e-05,50000056.47,5.556751337819853e-05
2024-05-13,14:23:08,6.504,23.99,4989083.17,0.00030449415468850483,14945171.37,0.00011562084445607796,24901425.49,8.217735803869157e-05,50000056.47,5.556751337819853e-05
2024-05-13,14:23:08,6.987,23.99,4989083.21,0.00030447277222603504,14945171.29,0.00011564582721725376,24901425.99,8.211149545241935e-05,50000049.75,5.5566448950348885e-05
2024-05-13,14:23:09,7.475,23.99,4989083.24,0.0003044700993149755,14945171.29,0.00011564582721725376,24901425.41,8.218485290557796e-05,50000054.85,5.6710436352744116e-05
2024-05-13,14:23:09,7.475,23.99,4989083.24,0.0003044700993149755,14945171.29,0.00011564582721725376,24901425.41,8.218485290557796e-05,50000054.85,5.6710436352744116e-05
2024-05-13,14:23:09,7.475,23.99,4989083.24,0.0003044700993149755,14945171.29,0.00011564582721725376,24901425.41,8.218485290557796e-05,50000054.85,5.6710436352744116e-05
2024-05-13,14:23:09,7.973,23.99,4989083.23,0.00030449415590983164,14945171.72,0.0001155940776673564,24901425.35,8.220948565127607e-05,50000055.85,5.236888773362281e-05
2024-05-13,14:23:10,8.472,23.99,4989083.1,0.000304512867901754,14945171.68,0.00011559764688660884,24901425.26,8.223143832462687e-05,50000066.17,5.4982995062621395e-05
2024-05-13,14:23:11,9.485,23.99,4989083.21,0.00030443536247333394,14945171.76,0.00011553162666015556,24901426.19,8.2148976393428e-05,50000056.36,5.708083714702688e-05
2024-05-13,14:23:12,11.029,24.0,4989083.77,0.0003042215233760074,14945172.11,0.00011549682953634597,24901426.03,8.215165469611417e-05,50000068.68,5.583231604190942e-05
2024-05-13,14:23:13,11.523,24.0,4989083.79,0.0003041867751610227,14945171.97,0.00011552894805853034,24901426.12,8.21098900375986e-05,50000065.92,5.3621140781099086e-05
2024-05-13,14:23:13,11.523,24.0,4989083.79,0.0003041867751610227,14945171.97,0.00011552894805853034,24901426.12,8.21098900375986e-05,50000065.92,5.3621140781099086e-05
2024-05-13,14:23:13,12.032,24.0,4989083.75,0.00030426161962859985,14945171.97,0.00011554322342794634,24901425.85,8.21147093865095e-05,50000034.45,4.91740002435225e-05
2024-05-13,14:23:14,13.037,24.0,4989083.56,0.00030428835233031054,14945171.55,0.00011556285241838363,24901425.37,8.212702504396962e-05,50000052.63,5.145263956937252e-05
2024-05-13,14:23:16,14.068,24.0,4989083.61,0.0003042081679340157,14945171.45,0.0001156030008576201,24901425.13,8.221323377091917e-05,50000066.6,5.2501423648071455e-05
2024-05-13,14:23:16,14.068,24.0,4989083.61,0.0003042081679340157,14945171.45,0.0001156030008576201,24901425.13,8.221323377091917e-05,50000066.6,5.2501423648071455e-05
2024-05-13,14:23:17,15.072,24.0,4989083.48,0.00030420015736338455,14945171.41,0.00011559497295532891,24901425.01,8.218003546224413e-05,50000077.31,5.496193938325419e-05
2024-05-13,14:23:17,15.072,24.0,4989083.48,0.00030420015736338455,14945171.41,0.00011559497295532891,24901425.01,8.218003546224413e-05,50000077.31,5.496193938325419e-05
2024-05-13,14:23:18,16.08,24.01,4989083.46,0.00030412266091226414,14945170.77,0.00011559230024045216,24901425.35,8.212541987019406e-05,50000105.31,5.738831978920232e-05
2024-05-13,14:23:18,16.593,24.01,4989083.51,0.0003040344667033011,14945170.51,0.00011560925290531114,24901424.81,8.217521771671563e-05,50000104.29,5.4958197923314895e-05
