Date,Time,Relative_time,Temperature,Resonance_Frequency,Dissipation
2024-02-07,16:13:37,0.0,2.82,4999359.47,0.0002654660090188199
2024-02-07,16:13:38,0.21,2.82,4999359.45,0.0002654580094089172
2024-02-07,16:13:38,0.25,2.82,4999359.55,0.00026540199451429564
2024-02-07,16:13:38,0.42,2.82,4999359.44,0.0002654046643604008
2024-02-07,16:13:38,0.47,2.82,4999359.53,0.0002653699939381384
2024-02-07,16:13:38,0.65,2.82,4999359.37,0.0002653779989216946
2024-02-07,16:13:38,0.76,2.82,4999359.33,0.0002653139886171711
2024-02-07,16:13:38,0.83,2.82,4999359.51,0.00026531132305910313
2024-02-07,16:13:38,0.98,2.82,4999359.57,0.0002652179724097951
2024-02-07,16:13:38,1.08,2.82,4999359.53,0.0002652206411857575
2024-02-07,16:13:38,1.19,2.82,4999359.57,0.0002652019700179786
2024-02-07,16:13:39,1.33,2.82,4999359.65,0.0002651566266433526
2024-02-07,16:13:39,1.52,2.82,4999359.55,0.0002651646308571012
2024-02-07,16:13:39,1.56,2.82,4999359.5,0.0002651726357712956
2024-02-07,16:13:39,1.74,2.82,4999359.55,0.00026514862880030207
2024-02-07,16:13:39,1.79,2.82,4999359.61,0.00026509795457199615
2024-02-07,16:13:39,1.97,2.82,4999359.25,0.00026517263987583834
2024-02-07,16:13:39,2.02,2.82,4999359.26,0.0002651566360633915
2024-02-07,16:13:39,2.18,2.82,4999359.41,0.0002651353015973361
2024-02-07,16:13:40,2.4,2.82,4999359.42,0.0002651139662419687
2024-02-07,16:13:40,2.4,2.82,4999359.42,0.0002651139662419687
2024-02-07,16:13:40,2.61,2.82,4999359.54,0.00026502594441702777
2024-02-07,16:13:40,2.64,2.82,4999359.53,0.00026501527815437313
2024-02-07,16:13:40,2.84,2.82,4999359.55,0.00026503928403761776
2024-02-07,16:13:40,2.89,2.82,4999359.77,0.00026484990468552604
2024-02-07,16:13:40,3.07,2.82,4999359.83,0.0002648339019320172
2024-02-07,16:13:40,3.13,2.82,4999359.89,0.0002648792458934486
2024-02-07,16:13:41,3.27,2.82,4999359.94,0.00026485257438224364
2024-02-07,16:13:41,3.38,2.82,4999359.97,0.00026482056571388473
2024-02-07,16:13:41,3.49,2.82,4999359.99,0.00026480189345622367
2024-02-07,16:13:41,3.61,2.82,4999360.04,0.0002647698897133898
2024-02-07,16:13:41,3.65,2.82,4999360.07,0.00026477522231898253
2024-02-07,16:13:41,3.82,2.82,4999360.15,0.00026474054557937385
2024-02-07,16:13:41,3.93,2.82,4999360.19,0.000264689870660225
2024-02-07,16:13:41,4.03,2.82,4999360.28,0.0002646391936488088
2024-02-07,16:13:41,4.14,2.82,4999360.35,0.00026456717983578537
2024-02-07,16:13:42,4.25,2.82,4999360.37,0.0002645725149289495
2024-02-07,16:13:42,4.38,2.82,4999360.33,0.0002646018541310382
2024-02-07,16:13:42,4.5,2.82,4999360.41,0.0002645271732614219
2024-02-07,16:13:42,4.69,2.82,4999360.43,0.0002645405093605783
2024-02-07,16:13:42,4.76,2.82,4999360.51,0.00026444982472706343
2024-02-07,16:13:42,4.91,2.82,4999360.49,0.00026444715912951367
2024-02-07,16:13:42,5.13,2.82,4999360.51,0.0002644151515014178
2024-02-07,16:13:42,5.13,2.82,4999360.51,0.0002644151515014178
2024-02-07,16:13:43,5.24,2.82,4999360.5,0.00026443915844360036
2024-02-07,16:13:43,5.36,2.82,4999360.47,0.00026446849798924214
2024-02-07,16:13:43,5.46,2.82,4999360.49,0.00026439648349337925
2024-02-07,16:13:43,5.58,2.82,4999360.68,0.00026426578334888437
2024-02-07,16:13:43,5.69,2.82,4999360.65,0.0002642471150063606
2024-02-07,16:13:43,5.8,2.82,4999360.76,0.00026424445140503907
2024-02-07,16:13:43,5.93,2.82,4999360.78,0.00026424711946508394
2024-02-07,16:13:43,6.04,2.82,4999360.79,0.0002642764590277984
2024-02-07,16:13:44,6.23,2.82,4999360.69,0.0002642551222614015
2024-02-07,16:13:44,6.28,2.82,4999360.83,0.00026422845115830763
2024-02-07,16:13:44,6.45,2.82,4999360.93,0.0002641964414560879
2024-02-07,16:13:44,6.56,2.82,4999361.05,0.00026406307634130826
2024-02-07,16:13:44,6.66,2.82,4999361.11,0.00026404973814775183
2024-02-07,16:13:44,6.77,2.82,4999361.17,0.00026404706973134814
2024-02-07,16:13:44,6.88,2.82,4999361.25,0.0002640123965334454
2024-02-07,16:13:44,7.0,2.82,4999361.32,0.0002639803885724676
2024-02-07,16:13:44,7.1,2.82,4999361.34,0.0002639937239722461
2024-02-07,16:13:45,7.32,2.82,4999361.25,0.00026399372501784466
2024-02-07,16:13:45,7.35,2.82,4999361.29,0.0002639723896512737
2024-02-07,16:13:45,7.45,2.82,4999361.33,0.0002639457153201461
2024-02-07,16:13:45,7.56,2.82,4999361.47,0.0002639323815047912
2024-02-07,16:13:45,7.69,2.82,4999361.56,0.00026390570967724155
2024-02-07,16:13:45,7.86,2.82,4999361.99,0.00026358296110584074
2024-02-07,16:13:45,7.91,2.82,4999362.0,0.00026354828825469345
2024-02-07,16:13:45,8.08,2.82,4999362.13,0.00026355628957809444
2024-02-07,16:13:45,8.14,2.82,4999362.2,0.00026354028718841177
2024-02-07,16:13:46,8.3,2.82,4999362.33,0.00026350561117432234
2024-02-07,16:13:46,8.44,2.82,4999362.22,0.00026350827782067285
2024-02-07,16:13:46,8.56,2.82,4999362.6,0.0002633482399160551
