Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4
2024-01-19,14:50:53,0.487,21.62,4999465.57,0.0004797632845012765,14986156.91,0.0001490246410902391,24972825.83,0.00011438247276363659,49999259.59,1.893166180956648e-05
2024-01-19,14:50:54,1.423,21.62,4999465.77,0.00047929654639482065,14986156.93,0.00014906379165861275,24972827.01,0.00011434135150390561,49999285.53,1.8798602054359937e-05
2024-01-19,14:50:54,1.913,21.62,4999465.75,0.0004793258885158187,14986156.98,0.0001490077369682515,24972826.85,0.0001143632436334043,49999342.3,1.880128454803777e-05
2024-01-19,14:50:55,2.37,21.62,4999465.55,0.00047930990653744383,14986156.9,0.0001490282017518584,24972826.65,0.00011438780533656514,49999414.95,1.897086424310217e-05
2024-01-19,14:50:55,2.868,21.62,4999465.37,0.0004794139422734696,14986156.61,0.00014904599780955308,24972826.23,0.00011437125367965693,49999704.49,1.8772911293201113e-05
2024-01-19,14:50:56,3.342,21.61,4999465.45,0.0004805740555404358,14986156.62,0.00014903443130942536,24972826.23,0.00011437232187183373,49999931.82,1.8080538133552672e-05
2024-01-19,14:50:56,3.808,21.61,4999465.41,0.00048054471022888743,14986156.6,0.00014903354219765287,24972828.15,0.00011451435436111572,50000023.97,1.786331165115564e-05
2024-01-19,14:50:57,4.28,21.61,4999465.71,0.00047555483224895556,14986156.59,0.00014902375565297699,24972827.78,0.000114516490527438,49999960.59,1.7062026572045983e-05
2024-01-19,14:50:57,4.751,21.61,4999465.57,0.00047548814510933886,14986156.63,0.00014901930710133296,24972831.76,0.00011404714085917586,49999965.71,1.8819607986457736e-05
2024-01-19,14:50:58,5.216,21.61,4999465.57,0.000475474810970113,14986156.41,0.00014902375671502557,24972831.89,0.00011400976493338858,49999954.39,1.875240922448392e-05
2024-01-19,14:50:58,5.702,21.61,4999465.65,0.00047547748174269866,14986156.42,0.0001490184189220663,24972831.11,0.00011405568450069506,49999933.27,1.2117820049832818e-05
2024-01-19,14:50:59,6.175,21.61,4999465.73,0.0004754561417031106,14986156.2,0.00014903799472653094,24972830.8,0.00011408078008512011,49999927.03,1.2050887391053327e-05
2024-01-19,14:50:59,6.655,21.61,4999465.74,0.0004754508090857278,14986156.29,0.00014901308171412663,24972831.03,0.00011402952256733018,49999935.07,1.1922888576956127e-05
2024-01-19,14:51:00,7.579,21.61,4999465.53,0.00047547482632756836,14986156.02,0.0001490451145816425,24972831.09,0.00011405034660530897,49999938.9,1.1817019023598125e-05
2024-01-19,14:51:00,7.579,21.61,4999465.53,0.00047547482632756836,14986156.02,0.0001490451145816425,24972831.09,0.00011405034660530897,49999938.9,1.1817019023598125e-05
2024-01-19,14:51:01,8.076,21.61,4999465.49,0.0004755281761998396,14986155.71,0.00014906113147467718,24972831.05,0.00011404714349107002,49999948.5,1.168528416777663e-05
2024-01-19,14:51:01,8.551,21.61,4999465.37,0.00047554685312769114,14986155.7,0.00014905668358647972,24972831.65,0.0001139953508930568,49999956.59,1.3383397887114712e-05
2024-01-19,14:51:02,8.992,21.61,4999465.31,0.00047562688188170193,14986155.74,0.0001490415581189376,24972831.37,0.00011400603027088861,49999953.74,1.348659832726107e-05
2024-01-19,14:51:02,9.448,21.61,4999465.15,0.0004755922084251877,14986155.57,0.00014904422791711094,24972830.53,0.00011408505443708538,49999937.17,6.756009017624195e-06
